x,((a;zaab,((a;zaab
x,((aadat,((aadat
x,((aafiyat,((aafiyat
x,((aajiz,((aajiz
x,((aajiz-e,((aajiz
x,((aalam,((aalam
x,((aalam-aaraa))ii,((aalam-aaraa))ii
x,((aalam-e,((aalam
x,((aalam-taab,((aalam-taab
x,((aalii,((aalii
x,((aalii-guhar,((aalii-guhar
x,((aam,((aam
x,((aar-e,((aar
x,((aari.z,((aari.z
x,((aari.z-e,((aari.z
x,((aarif,((aarif
x,((aashiq,((aashiq
x,((aashiq-e,((aashiq
x,((aashiqii,((aashiqii
x,((aba;s,((aba;s
x,((adaalat-e,((adaalat
x,((adaavat,((adaavat
x,((adaavat-e,((adaavat
x,((adam,((adam
x,((aduu,((aduu
x,((ahd,((ahd
x,((ahd-e,((ahd
x,((aib,((aib
x,((aish,((aish
x,((aish-e,((aish
x,((aish-o-jaah,((aish-o-jaah|((aish|jaah
x,((ajab,((ajab
x,((ajz,((ajz
x,((ajz-e,((ajz
x,((aks,((aks
x,((aks-e,((aks
x,((al;aa-al-ra;gm-e,((al;aa-al-ra;gm
x,((alaavah,((alaavah
x,((alam,((alam
x,((alii,((alii
x,((aliih,((aliih
x,((amaarii,((amaarii
x,((amal,((amal
x,((anaa.sir,((anaa.sir
x,((anbar-baar-e,((anbar-baar
x,((anbarii;n,((anbariin
x,((andaliib,((andaliib
x,((anqaa,((anqaa
x,((aqd-e,((aqd
x,((aqiidah,((aqiidah
x,((aql,((aql
x,((aql-o-dil-o-jaa;n,((aql-o-dil-o-jaan|((aql|dil|jaan
x,((ar.sah,((ar.sah
x,((ar.sah-e,((ar.sah
x,((ar.se,((ar.sah
x,((ar.z,((ar.z
x,((ar.z-e,((ar.z
x,((araq,((araq
x,((araq-e,((araq
x,((arbadah-juu,((arbadah-juu
x,((arbadah-maidaa;n,((arbadah-maidaa;n
x,((arsh,((arsh
x,((ayaar-e,((ayaar
x,((aziiz,((aziiz
x,((azm-e,((azm
x,((i:tr-e,((i:tr
x,((i:tr-saa-e,((i:tr-saa
x,((ibaadat,((ibaadat
x,((ibaarat,((ibaarat
x,((ibrat,((ibrat
x,((ibrat-e,((ibrat
x,((ibrat-nigaah,((ibrat-nigaah
x,((iid,((iid
x,((iid-e,((iid
x,((iimaa-e,((iimaa
